gridpoint,lon,lat
228,14.5850143,54.5110054
229,14.6729126,54.6473618
230,14.7615433,54.7836113
231,14.8509369,54.9197807
232,14.9410782,55.0558434
233,15.0319748,55.1917992
234,15.1236572,55.3276596
235,15.2161179,55.4634171
236,15.3093719,55.5990715
237,15.4034271,55.7346230
238,15.4982834,55.8700600
239,15.5939560,56.0053978
240,15.6904602,56.1406288
241,15.7877960,56.2757454
242,15.8859787,56.4107475
243,15.9850159,56.5456429
244,16.0849075,56.6804199
245,16.1856842,56.8150902
246,16.2873306,56.9496346
247,16.3898811,57.0840607
248,16.4933319,57.2183723
249,16.5976944,57.3525581
250,16.7029762,57.4866219
251,16.8091927,57.6205635
252,16.9163589,57.7543793
253,12.9649887,52.2271385
254,13.0408173,52.3652115
255,13.1172638,52.5032005
256,13.1943436,52.6411171
257,13.2720337,52.7789536
258,13.3503799,52.9167061
259,13.4293518,53.0543823
260,13.5089874,53.1919746
261,13.5892792,53.3294792
262,13.6702271,53.4669037
263,13.7518463,53.6042366
264,13.8341522,53.7414932
265,13.9171371,53.8786545
266,14.0008087,54.0157318
267,14.0851822,54.1527138
268,14.1702728,54.2896156
269,14.2560654,54.4264221
270,14.3425827,54.5631294
271,14.4298325,54.6997490
272,14.5178223,54.8362656
273,14.6065598,54.9726944
274,14.6960449,55.1090279
275,14.7862854,55.2452545
276,14.8773041,55.3813858
277,14.9691162,55.5174255
278,15.0616989,55.6533470
279,15.1550751,55.7891731
280,15.2492599,55.9248924
281,15.3442612,56.0605125
282,15.4400864,56.1960258
283,15.5367432,56.3314209
284,15.6342392,56.4667130
285,15.7325821,56.6018944
286,15.8317871,56.7369576
287,15.9318771,56.8719215
288,16.0328255,57.0067596
289,16.1346703,57.1414757
290,16.2374229,57.2760887
291,16.3410797,57.4105759
292,16.4456482,57.5449333
293,16.5511551,57.6791801
294,16.6576118,57.8132973
295,12.7325363,52.2745476
296,12.8077698,52.4128571
297,12.8836136,52.5510826
298,12.9600830,52.6892471
299,13.0371704,52.8273239
300,13.1148987,52.9653168
301,13.1932678,53.1032410
302,13.2722855,53.2410736
303,13.3519516,53.3788223
304,13.4322815,53.5164948
305,13.5132675,53.6540833
306,13.5949402,53.7915840
307,13.6772995,53.9290047
308,13.7603302,54.0663376
309,13.8440704,54.2035751
310,13.9285126,54.3407326
311,14.0136642,54.4777946
312,14.0995331,54.6147652
313,14.1861343,54.7516479
314,14.2734604,54.8884201
315,14.3615341,55.0251236
316,14.4503632,55.1617165
317,14.5399399,55.2982140
318,14.6302948,55.4346199
319,14.7214203,55.5709229
320,14.8133316,55.7071190
321,14.9060287,55.8432198
322,14.9995346,55.9792213
323,15.0938492,56.1151123
324,15.1889801,56.2509003
325,15.2849503,56.3865814
326,15.3817520,56.5221634
327,15.4794006,56.6576271
328,15.5779037,56.7929802
329,15.6772766,56.9282265
330,15.7775269,57.0633583
331,15.8786621,57.1983719
332,15.9807053,57.3332787
333,16.0836411,57.4680595
334,16.1875038,57.6027222
335,16.2922859,57.7372627
336,16.3980103,57.8716888
337,12.4995880,52.3215065
338,12.5742188,52.4600525
339,12.6494598,52.5985184
340,12.7253113,52.7369156
341,12.8017883,52.8752289
342,12.8789062,53.0134659
343,12.9566498,53.1516304
344,13.0350418,53.2897034
345,13.1140823,53.4277039
346,13.1937790,53.5656242
347,13.2741394,53.7034569
348,13.3551712,53.8412094
349,13.4368896,53.9788780
350,13.5192795,54.1164589
351,13.6023712,54.2539520
352,13.6861649,54.3913651
353,13.7706604,54.5286865
354,13.8558655,54.6659126
355,13.9418030,54.8030548
356,14.0284729,54.9400940
357,14.1158752,55.0770531
358,14.2040329,55.2139168
359,14.2929459,55.3506813
360,14.3826141,55.4873505
361,14.4730606,55.6239243
362,14.5642853,55.7603989
363,14.6563034,55.8967743
364,14.7491226,56.0330467
365,14.8427429,56.1692162
366,14.9371719,56.3052826
367,15.0324326,56.4412422
368,15.1285324,56.5771027
369,15.2254791,56.7128525
370,15.3232803,56.8484955
371,15.4219360,56.9840279
372,15.5214691,57.1194496
373,15.6218872,57.2547531
374,15.7231903,57.3899498
375,15.8254166,57.5250282
376,15.9285355,57.6599808
377,16.0325928,57.7948265
378,16.1375809,57.9295464
379,12.2661438,52.3680038
380,12.3401642,52.5067825
381,12.4147949,52.6454849
382,12.4900284,52.7841148
383,12.5658875,52.9226685
384,12.6423798,53.0611458
385,12.7194977,53.1995468
386,12.7972565,53.3378639
387,12.8756638,53.4761047
388,12.9547272,53.6142693
389,13.0344467,53.7523499
390,13.1148376,53.8903542
391,13.1959000,54.0282669
392,13.2776489,54.1661034
393,13.3600769,54.3038483
394,13.4432068,54.4415092
395,13.5270462,54.5790901
396,13.6115952,54.7165718
397,13.6968613,54.8539696
398,13.7828522,54.9912758
399,13.8695908,55.1284943
400,13.9570618,55.2656174
401,14.0452881,55.4026413
402,14.1342773,55.5395851
403,14.2240372,55.6764259
404,14.3145676,55.8131676
405,14.4058914,55.9498138
406,14.4980011,56.0863571
407,14.5909195,56.2228012
408,14.6846466,56.3591461
409,14.7791977,56.4953880
410,14.8745804,56.6315231
411,14.9708099,56.7675591
412,15.0678864,56.9034767
413,15.1658249,57.0393028
414,15.2646332,57.1750107
415,15.3643112,57.3106003
416,15.4648895,57.4460869
417,15.5663681,57.5814667
418,15.6687546,57.7167168
419,15.7720642,57.8518448
420,15.8763046,57.9868736
421,12.0322113,52.4140396
422,12.1056137,52.5530434
423,12.1796188,52.6919785
424,12.2542343,52.8308449
425,12.3294678,52.9696350
426,12.4053345,53.1083488
427,12.4818268,53.2469902
428,12.5589447,53.3855438
429,12.6367035,53.5240250
430,12.7151260,53.6624374
431,12.7941971,53.8007622
432,12.8739395,53.9390068
433,12.9543457,54.0771675
434,13.0354309,54.2152519
435,13.1172028,54.3532448
436,13.1996689,54.4911652
437,13.2828369,54.6289902
438,13.3667068,54.7667313
439,13.4513016,54.9043884
440,13.5366135,55.0419464
441,13.6226654,55.1794281
442,13.7094498,55.3168106
443,13.7969818,55.4541016
444,13.8852768,55.5913048
445,13.9743423,55.7284203
446,14.0641632,55.8654213
447,14.1547852,56.0023384
448,14.2461853,56.1391563
449,14.3383942,56.2758751
450,14.4314117,56.4124985
451,14.5252380,56.5490074
452,14.6198959,56.6854248
453,14.7154007,56.8217392
454,14.8117447,56.9579430
455,14.9089508,57.0940475
456,15.0070190,57.2300377
457,15.1059647,57.3659210
458,15.2057953,57.5016975
459,15.3065338,57.6373634
460,15.4081573,57.7729034
461,15.5107193,57.9083405
462,15.6142044,58.0436592
463,11.7977905,52.4596100
464,11.8705750,52.5988503
465,11.9439621,52.7380142
466,12.0179443,52.8771133
467,12.0925446,53.0161324
468,12.1677628,53.1550865
469,12.2436142,53.2939568
470,12.3200912,53.4327583
471,12.3972092,53.5714760
472,12.4749756,53.7101250
473,12.5533905,53.8486900
474,12.6324692,53.9871826
475,12.7122192,54.1255875
476,12.7926407,54.2639198
477,12.8737411,54.4021645
478,12.9555283,54.5403290
479,13.0380173,54.6784058
480,13.1212234,54.8164062
481,13.2051239,54.9543114
482,13.2897568,55.0921288
483,13.3751068,55.2298660
484,13.4611969,55.3675079
485,13.5480347,55.5050659
486,13.6356277,55.6425285
487,13.7239761,55.7798996
488,13.8130951,55.9171753
489,13.9029922,56.0543518
490,13.9936829,56.1914444
491,14.0851669,56.3284302
492,14.1774597,56.4653244
493,14.2705612,56.6021156
494,14.3644867,56.7388039
495,14.4592514,56.8753967
496,14.5548630,57.0118828
497,14.6513138,57.1482697
498,14.7486496,57.2845497
499,14.8468399,57.4207115
500,14.9459152,57.5567741
501,15.0458908,57.6927299
502,15.1467667,57.8285675
503,15.2485504,57.9642906
504,15.3512650,58.0999069
505,11.5628891,52.5047150
506,11.6350479,52.6441841
507,11.7077942,52.7835808
508,11.7811508,52.9229088
509,11.8551102,53.0621643
510,11.9296875,53.2013435
511,12.0048828,53.3404579
512,12.0807114,53.4794922
513,12.1571732,53.6184464
514,12.2342834,53.7573357
515,12.3120422,53.8961411
516,12.3904572,54.0348778
517,12.4695282,54.1735268
518,12.5492783,54.3120995
519,12.6297073,54.4505882
520,12.7108154,54.5890007
521,12.7926254,54.7273331
522,12.8751297,54.8655739
523,12.9583435,55.0037422
524,13.0422668,55.1418076
525,13.1269302,55.2798004
526,13.2123184,55.4177017
527,13.2984467,55.5555153
528,13.3853226,55.6932411
529,13.4729614,55.8308754
530,13.5613632,55.9684105
531,13.6505356,56.1058578
532,13.7405014,56.2432137
533,13.8312607,56.3804779
534,13.9228058,56.5176353
535,14.0151749,56.6547012
536,14.1083603,56.7916641
537,14.2023849,56.9285355
538,14.2972260,57.0652924
539,14.3929443,57.2019653
540,14.4895096,57.3385239
541,14.5869370,57.4749718
542,14.6852493,57.6113205
543,14.7844620,57.7475624
544,14.8845520,57.8836823
545,14.9855728,58.0197067
546,15.0875015,58.1556053
547,11.3275070,52.5493584
548,11.3990326,52.6890564
549,11.4711380,52.8286781
550,11.5438538,52.9682388
551,11.6171722,53.1077194
552,11.6910934,53.2471352
553,11.7656479,53.3864784
554,11.8408127,53.5257454
555,11.9166107,53.6649361
556,11.9930573,53.8040657
557,12.0701447,53.9431076
558,12.1478806,54.0820808
559,12.2262878,54.2209740
560,12.3053513,54.3597908
561,12.3850937,54.4985237
562,12.4655228,54.6371803
563,12.5466309,54.7757607
564,12.6284409,54.9142532
565,12.7109528,55.0526657
566,12.7941818,55.1909866
567,12.8781357,55.3292389
568,12.9628067,55.4673882
569,13.0482178,55.6054611
570,13.1343765,55.7434425
571,13.2212906,55.8813400
572,13.3089600,56.0191345
573,13.3974075,56.1568489
574,13.4866333,56.2944679
575,13.5766449,56.4319954
576,13.6674576,56.5694275
577,13.7590790,56.7067566
578,13.8515091,56.8439980
579,13.9447784,56.9811440
580,14.0388718,57.1181831
581,14.1338120,57.2551270
582,14.2296066,57.3919640
583,14.3262711,57.5286980
584,14.4238129,57.6653290
585,14.5222321,57.8018570
586,14.6215515,57.9382629
587,14.7217789,58.0745735
588,14.8229294,58.2107735
589,11.0916519,52.5935364
590,11.1625290,52.7334518
591,11.2339935,52.8733025
592,11.3060608,53.0130920
593,11.3787231,53.1527977
594,11.4519958,53.2924461
595,11.5258789,53.4320183
596,11.6003876,53.5715179
597,11.6755219,53.7109451
598,11.7512970,53.8502998
599,11.8277054,53.9895859
600,11.9047699,54.1287956
601,11.9824829,54.2679253
602,12.0608673,54.4069901
603,12.1399078,54.5459633
604,12.2196426,54.6848640
605,12.3000488,54.8236923
606,12.3811569,54.9624290
607,12.4629669,55.1010933
608,12.5454788,55.2396660
609,12.6287079,55.3781586
610,12.7126694,55.5165749
611,12.7973480,55.6548920
612,12.8827820,55.7931328
613,12.9689636,55.9312935
614,13.0559006,56.0693474
615,13.1436081,56.2073174
616,13.2320938,56.3452072
617,13.3213577,56.4829979
618,13.4114151,56.6206970
619,13.5022659,56.7582970
620,13.5939407,56.8958054
621,13.6864471,57.0332222
622,13.7797699,57.1705322
623,13.8739395,57.3077545
624,13.9689636,57.4448700
625,14.0648346,57.5818748
626,14.1615906,57.7187958
627,14.2592316,57.8556023
628,14.3577499,57.9923019
629,14.4571762,58.1288910
630,14.5575180,58.2653809
631,10.8553238,52.6372375
632,10.9255524,52.7773819
633,10.9963684,52.9174538
634,11.0677795,53.0574646
635,11.1397781,53.1973991
636,11.2123947,53.3372765
637,11.2856064,53.4770775
638,11.3594360,53.6168022
639,11.4338989,53.7564621
640,11.5089951,53.8960533
641,11.5847244,54.0355721
642,11.6610947,54.1750145
643,11.7381287,54.3143883
644,11.8158112,54.4536819
645,11.8941650,54.5929031
646,11.9731903,54.7320480
647,12.0528870,54.8711128
648,12.1332855,55.0101013
649,12.2143707,55.1490021
650,12.2961731,55.2878304
651,12.3786774,55.4265747
652,12.4619064,55.5652390
653,12.5458603,55.7038155
654,12.6305618,55.8423080
655,12.7159958,55.9807167
656,12.8021851,56.1190338
657,12.8891449,56.2572670
658,12.9768600,56.3954124
659,13.0653763,56.5334663
660,13.1546707,56.6714325
661,13.2447662,56.8092957
662,13.3356705,56.9470787
663,13.4273911,57.0847588
664,13.5199356,57.2223473
665,13.6133194,57.3598328
666,13.7075577,57.4972305
667,13.8026428,57.6345177
668,13.8986053,57.7717133
669,13.9954376,57.9088020
670,14.0931473,58.0457764
671,14.1917648,58.1826591
672,14.2912979,58.3194427
673,10.6185226,52.6804810
674,10.6881027,52.8208427
675,10.7582626,52.9611320
676,10.8290100,53.1013641
677,10.9003448,53.2415314
678,10.9722824,53.3816223
679,11.0448303,53.5216560
680,11.1179886,53.6616096
681,11.1917648,53.8014984
682,11.2661743,53.9413223
683,11.3412094,54.0810738
684,11.4168854,54.2207527
685,11.4932251,54.3603592
686,11.5702057,54.4998970
687,11.6478424,54.6393471
688,11.7261581,54.7787361
689,11.8051529,54.9180374
690,11.8848267,55.0572662
691,11.9651947,55.1964264
692,12.0462570,55.3354874
693,12.1280365,55.4744873
694,12.2105255,55.6133957
695,12.2937393,55.7522240
696,12.3776855,55.8909683
697,12.4623795,56.0296326
698,12.5478134,56.1682091
699,12.6340179,56.3066978
700,12.7209778,56.4450989
701,12.8087158,56.5834160
702,12.8972397,56.7216454
703,12.9865646,56.8597755
704,13.0766830,56.9978218
705,13.1676254,57.1357689
706,13.2593765,57.2736244
707,13.3519745,57.4113960
708,13.4454041,57.5490570
709,13.5396881,57.6866188
710,13.6348419,57.8240891
711,13.7308655,57.9614639
712,13.8277664,58.0987244
713,13.9255676,58.2358856
714,14.0242691,58.3729439
715,10.3812561,52.7232437
716,10.4501801,52.8638191
717,10.5196686,53.0043335
718,10.5897446,53.1447868
719,10.6604156,53.2851715
720,10.7316742,53.4254913
721,10.8035507,53.5657501
722,10.8760223,53.7059326
723,10.9491119,53.8460464
724,11.0228195,53.9860954
725,11.0971680,54.1260796
726,11.1721420,54.2659912
727,11.2477646,54.4058304
728,11.3240356,54.5455971
729,11.4009705,54.6852875
730,11.4785614,54.8249130
731,11.5568314,54.9644585
732,11.6357803,55.1039276
733,11.7154160,55.2433243
734,11.7957458,55.3826294
735,11.8767776,55.5218735
736,11.9585266,55.6610336
737,12.0410004,55.8001099
738,12.1241989,55.9391098
739,12.2081223,56.0780220
740,12.2928009,56.2168503
741,12.3782272,56.3555984
742,12.4644241,56.4942551
743,12.5513916,56.6328354
744,12.6391296,56.7713165
745,12.7276611,56.9097137
746,12.8169937,57.0480232
747,12.9071426,57.1862373
748,12.9981003,57.3243637
749,13.0898895,57.4623947
750,13.1825104,57.6003304
751,13.2759933,57.7381706
752,13.3703232,57.8759155
753,13.4655228,58.0135727
754,13.5615921,58.1511040
755,13.6585693,58.2885551
756,13.7564316,58.4258881
757,10.1435242,52.7655258
758,10.2117767,52.9063225
759,10.2805939,53.0470505
760,10.3500061,53.1877213
761,10.4199982,53.3283272
762,10.4905777,53.4688683
763,10.5617599,53.6093445
764,10.6335373,53.7497559
765,10.7059402,53.8900986
766,10.7789459,54.0303764
767,10.8525925,54.1705856
768,10.9268646,54.3107300
769,11.0017700,54.4507942
770,11.0773315,54.5908012
771,11.1535339,54.7307281
772,11.2304077,54.8705864
773,11.3079376,55.0103683
774,11.3861618,55.1500778
775,11.4650574,55.2897110
776,11.5446396,55.4292679
777,11.6249313,55.5687523
778,11.7059250,55.7081490
779,11.7876282,55.8474808
780,11.8700638,55.9867249
781,11.9532318,56.1258888
782,12.0371399,56.2649727
783,12.1217804,56.4039650
784,12.2071991,56.5428810
785,12.2933807,56.6817131
786,12.3803329,56.8204613
787,12.4680710,56.9591141
788,12.5566101,57.0976868
789,12.6459503,57.2361641
790,12.7360916,57.3745537
791,12.8270798,57.5128555
792,12.9188843,57.6510658
793,13.0115280,57.7891655
794,13.1050415,57.9271889
795,13.1994019,58.0651131
796,13.2946472,58.2029266
797,13.3907700,58.3406487
798,13.4877853,58.4782715
799,9.9053345,52.8073425
800,9.9729080,52.9483452
801,10.0410614,53.0892906
802,10.1097870,53.2301826
803,10.1790924,53.3710022
804,10.2489853,53.5117683
805,10.3194733,53.6524658
806,10.3905640,53.7930946
807,10.4622498,53.9336586
808,10.5345612,54.0741653
809,10.6074905,54.2145996
810,10.6810532,54.3549690
811,10.7552338,54.4952660
812,10.8300705,54.6355019
813,10.9055557,54.7756615
814,10.9816895,54.9157524
815,11.0584869,55.0557709
816,11.1359634,55.1957207
817,11.2141037,55.3355904
818,11.2929382,55.4753838
819,11.3724747,55.6151047
820,11.4527054,55.7547531
821,11.5336533,55.8943253
822,11.6153183,56.0338173
823,11.6977081,56.1732330
824,11.7808304,56.3125572
825,11.8647003,56.4518089
826,11.9493256,56.5909767
827,12.0347061,56.7300606
828,12.1208649,56.8690643
829,12.2077942,57.0079765
830,12.2955246,57.1468086
831,12.3840485,57.2855530
832,12.4733810,57.4242020
833,12.5635376,57.5627708
834,12.6545181,57.7012482
835,12.7463303,57.8396187
836,12.8389969,57.9779129
837,12.9325256,58.1161079
838,13.0269241,58.2542000
839,13.1221848,58.3921967
840,13.2183533,58.5300980
841,9.6666870,52.8486748
842,9.7335892,52.9898911
843,9.8010559,53.1310539
844,9.8691025,53.2721558
845,9.9377136,53.4132004
846,10.0069122,53.5541763
847,10.0767059,53.6950912
848,10.1470795,53.8359451
849,10.2180634,53.9767303
850,10.2896576,54.1174583
851,10.3618774,54.2581139
852,10.4347153,54.3987160
853,10.5081711,54.5392380
854,10.5822754,54.6797028
855,10.6570206,54.8200874
856,10.7324142,54.9604073
857,10.8084717,55.1006660
858,10.8851929,55.2408447
859,10.9625854,55.3809547
860,11.0406570,55.5209846
861,11.1194305,55.6609535
862,11.1988983,55.8008347
863,11.2790604,55.9406471
864,11.3599548,56.0803871
865,11.4415588,56.2200432
866,11.5238876,56.3596191
867,11.6069641,56.4991188
868,11.6907959,56.6385422
869,11.7753677,56.7778740
870,11.8607178,56.9171333
871,11.9468460,57.0563011
872,12.0337601,57.1953888
873,12.1214600,57.3343925
874,12.2099533,57.4733047
875,12.2992783,57.6121407
876,12.3894272,57.7508774
877,12.4803925,57.8895149
878,12.5722122,58.0280800
879,12.6648865,58.1665421
880,12.7584229,58.3049049
881,12.8528366,58.4431839
882,12.9481277,58.5813599
883,9.4275818,52.8895226
884,9.4938049,53.0309525
885,9.5605850,53.1723213
886,9.6279373,53.3136444
887,9.6958618,53.4548950
888,9.7643509,53.5960846
889,9.8334351,53.7372246
890,9.9031067,53.8782883
891,9.9733810,54.0193024
892,10.0442505,54.1602440
893,10.1157379,54.3011246
894,10.1878433,54.4419441
895,10.2605743,54.5826988
896,10.3339386,54.7233925
897,10.4079361,54.8640022
898,10.4825897,55.0045547
899,10.5578995,55.1450424
900,10.6338577,55.2854462
901,10.7104874,55.4257927
902,10.7877960,55.5660591
903,10.8657913,55.7062645
904,10.9444809,55.8463898
905,11.0238647,55.9864349
906,11.1039658,56.1264191
907,11.1847839,56.2663231
908,11.2663193,56.4061432
909,11.3485947,56.5458870
910,11.4316177,56.6855583
911,11.5153809,56.8251457
912,11.5999069,56.9646492
913,11.6852112,57.1040764
914,11.7712936,57.2434235
915,11.8581619,57.3826752
916,11.9458313,57.5218544
917,12.0343018,57.6609421
918,12.1235962,57.7999382
919,12.2137222,57.9388504
920,12.3046799,58.0776787
921,12.3964920,58.2164154
922,12.4891510,58.3550453
923,12.5826874,58.4935913
924,12.6771088,58.6320381
925,9.1880417,52.9299049
926,9.2535706,53.0715408
927,9.3196564,53.2131195
928,9.3863068,53.3546486
929,9.4535217,53.4961128
930,9.5213089,53.6375160
931,9.5896912,53.7788696
932,9.6586380,53.9201469
933,9.7281952,54.0613785
934,9.7983398,54.2025414
935,9.8690948,54.3436432
936,9.9404678,54.4846840
937,10.0124588,54.6256561
938,10.0850754,54.7665749
939,10.1583252,54.9074097
940,10.2322159,55.0481949
941,10.3067551,55.1889038
942,10.3819580,55.3295479
943,10.4578247,55.4701271
944,10.5343552,55.6106186
945,10.6115723,55.7510643
946,10.6894760,55.8914261
947,10.7680740,56.0317154
948,10.8473740,56.1719322
949,10.9273911,56.3120728
950,11.0081253,56.4521370
951,11.0895844,56.5921326
952,11.1717834,56.7320442
953,11.2547302,56.8718796
954,11.3384399,57.0116386
955,11.4229050,57.1513100
956,11.5081558,57.2909088
957,11.5941772,57.4304237
958,11.6809998,57.5698471
959,11.7686234,57.7092056
960,11.8570633,57.8484573
961,11.9463196,57.9876289
962,12.0364151,58.1267281
963,12.1273422,58.2657204
964,12.2191315,58.4046211
965,12.3117828,58.5434380
966,12.4053040,58.6821671
967,8.9480438,52.9697914
968,9.0128784,53.1116333
969,9.0782700,53.2534180
970,9.1442184,53.3951530
971,9.2107239,53.5368309
972,9.2778015,53.6784515
973,9.3454590,53.8200111
974,9.4136810,53.9615097
975,9.4825134,54.1029510
976,9.5519257,54.2443314
977,9.6219406,54.3856468
978,9.6925659,54.5269089
979,9.7638092,54.6681061
980,9.8356781,54.8092384
981,9.9081650,54.9503021
982,9.9813004,55.0913086
983,10.0550766,55.2322502
984,10.1295090,55.3731232
985,10.2045822,55.5139236
986,10.2803345,55.6546555
987,10.3567657,55.7953262
988,10.4338760,55.9359207
989,10.5116730,56.0764427
990,10.5901794,56.2168999
991,10.6693802,56.3572845
992,10.7492981,56.4975891
993,10.8299408,56.6378212
994,10.9113235,56.7779808
995,10.9934387,56.9180603
996,11.0763092,57.0580673
997,11.1599426,57.1979942
